incident_id,equipment_id,date,problem,priority,description
991,156,2025-09-17,Не загружается ОС,Средний,Требуется замена комплектующих
992,492,2025-09-18,Синий экран,Средний,Требуется замена комплектующих
993,70,2025-09-19,Артефакты на экране,Низкий,Инцидент повторяется регулярно
994,169,2025-09-20,Сбой питания,Средний,Инцидент повторяется регулярно
995,272,2025-09-21,Синий экран,Средний,Необходима диагностика
996,68,2025-09-22,Синий экран,Средний,Проблема выявлена пользователем
997,355,2025-09-23,Сильные торможения,Высокий,Инцидент повторяется регулярно
998,252,2025-09-24,Сбой питания,Средний,Требуется замена комплектующих
999,48,2025-09-25,Сбой питания,Низкий,Инцидент повторяется регулярно
1000,184,2025-09-26,Артефакты на экране,Низкий,Инцидент повторяется регулярно
1001,320,2025-09-27,Не работает интернет,Средний,Требуется замена комплектующих
1002,187,2025-09-28,Не загружается ОС,Низкий,Проблема выявлена пользователем
1003,90,2025-09-29,Перегрев,Высокий,Инцидент повторяется регулярно
1004,446,2025-09-30,Не работает интернет,Средний,Инцидент повторяется регулярно
1005,332,2025-10-01,Не загружается ОС,Низкий,Инцидент повторяется регулярно
1006,139,2025-10-02,Не работает интернет,Низкий,Необходима диагностика
1007,357,2025-10-03,Перегрев,Средний,Инцидент повторяется регулярно
1008,89,2025-10-04,Проблемы с драйверами,Низкий,Требуется замена комплектующих
1009,274,2025-10-05,Сбой питания,Средний,Проблема выявлена пользователем
1010,19,2025-10-06,Не работает интернет,Низкий,Проблема выявлена пользователем
1011,471,2025-10-07,Артефакты на экране,Высокий,Требуется замена комплектующих
1012,311,2025-10-08,Неисправность жесткого диска,Низкий,Необходима диагностика
1013,358,2025-10-09,Артефакты на экране,Низкий,Требуется замена комплектующих
1014,374,2025-10-10,Перегрев,Средний,Проблема выявлена пользователем
1015,466,2025-10-11,Артефакты на экране,Низкий,Требуется замена комплектующих
1016,154,2025-10-12,Синий экран,Средний,Необходима диагностика
1017,390,2025-10-13,Сбой питания,Высокий,Проблема выявлена пользователем
1018,260,2025-10-14,Синий экран,Средний,Необходима диагностика
1019,108,2025-10-15,Артефакты на экране,Средний,Требуется замена комплектующих
1020,371,2025-10-16,Не загружается ОС,Низкий,Инцидент повторяется регулярно
1021,285,2025-10-17,Сильные торможения,Высокий,Требуется замена комплектующих
1022,59,2025-10-18,Не загружается ОС,Средний,Необходима диагностика
1023,125,2025-10-19,Сбой питания,Низкий,Требуется замена комплектующих
1024,354,2025-10-20,Сбой питания,Низкий,Инцидент повторяется регулярно
1025,273,2025-10-21,Синий экран,Средний,Необходима диагностика
1026,107,2025-10-22,Сильные торможения,Низкий,Требуется замена комплектующих
1027,299,2025-10-23,Артефакты на экране,Средний,Необходима диагностика
1028,245,2025-10-24,Перегрев,Средний,Необходима диагностика
1029,336,2025-10-25,Не загружается ОС,Средний,Проблема выявлена пользователем
1030,450,2025-10-26,Не загружается ОС,Высокий,Проблема выявлена пользователем
1031,418,2025-10-27,Неисправность жесткого диска,Средний,Необходима диагностика
1032,247,2025-10-28,Сильные торможения,Низкий,Требуется замена комплектующих
1033,8,2025-10-29,Перегрев,Высокий,Требуется замена комплектующих
1034,141,2025-10-30,Не загружается ОС,Низкий,Требуется замена комплектующих
1035,362,2025-10-31,Перегрев,Высокий,Инцидент повторяется регулярно
1036,8,2025-11-01,Артефакты на экране,Высокий,Необходима диагностика
1037,478,2025-11-02,Перегрев,Высокий,Необходима диагностика
1038,352,2025-11-03,Не загружается ОС,Высокий,Инцидент повторяется регулярно
1039,484,2025-11-04,Синий экран,Низкий,Необходима диагностика
1040,495,2025-11-05,Сильные торможения,Средний,Необходима диагностика
1041,94,2025-11-06,Сбой питания,Низкий,Инцидент повторяется регулярно
1042,321,2025-11-07,Не работает интернет,Средний,Проблема выявлена пользователем
1043,427,2025-11-08,Проблемы с драйверами,Низкий,Необходима диагностика
1044,39,2025-11-09,Проблемы с драйверами,Высокий,Инцидент повторяется регулярно
1045,81,2025-11-10,Не работает интернет,Высокий,Требуется замена комплектующих
1046,187,2025-11-11,Перегрев,Средний,Проблема выявлена пользователем
1047,84,2025-11-12,Сильные торможения,Средний,Требуется замена комплектующих
1048,88,2025-11-13,Перегрев,Низкий,Необходима диагностика
1049,242,2025-11-14,Сбой питания,Средний,Проблема выявлена пользователем
1050,342,2025-11-15,Сильные торможения,Низкий,Инцидент повторяется регулярно
1051,93,2025-11-16,Не работает интернет,Средний,Необходима диагностика
1052,86,2025-11-17,Перегрев,Средний,Инцидент повторяется регулярно
1053,44,2025-11-18,Неисправность жесткого диска,Средний,Проблема выявлена пользователем
1054,137,2025-11-19,Не загружается ОС,Высокий,Требуется замена комплектующих
1055,421,2025-11-20,Синий экран,Высокий,Необходима диагностика
1056,74,2025-11-21,Синий экран,Низкий,Необходима диагностика
1057,36,2025-11-22,Сбой питания,Средний,Инцидент повторяется регулярно
1058,101,2025-11-23,Перегрев,Низкий,Проблема выявлена пользователем
1059,476,2025-11-24,Артефакты на экране,Средний,Инцидент повторяется регулярно
1060,156,2025-11-25,Сильные торможения,Высокий,Проблема выявлена пользователем
1061,426,2025-11-26,Перегрев,Высокий,Необходима диагностика
1062,255,2025-11-27,Сильные торможения,Средний,Проблема выявлена пользователем
1063,171,2025-11-28,Неисправность жесткого диска,Средний,Необходима диагностика
1064,469,2025-11-29,Синий экран,Высокий,Проблема выявлена пользователем
1065,216,2025-11-30,Не загружается ОС,Высокий,Требуется замена комплектующих
1066,170,2025-12-01,Синий экран,Низкий,Проблема выявлена пользователем
1067,252,2025-12-02,Артефакты на экране,Высокий,Требуется замена комплектующих
1068,360,2025-12-03,Артефакты на экране,Средний,Проблема выявлена пользователем
1069,322,2025-12-04,Проблемы с драйверами,Низкий,Проблема выявлена пользователем
1070,55,2025-12-05,Проблемы с драйверами,Средний,Инцидент повторяется регулярно
1071,456,2025-12-06,Артефакты на экране,Низкий,Инцидент повторяется регулярно
1072,432,2025-12-07,Не работает интернет,Средний,Необходима диагностика
1073,91,2025-12-08,Неисправность жесткого диска,Высокий,Инцидент повторяется регулярно
1074,278,2025-12-09,Сильные торможения,Средний,Проблема выявлена пользователем
1075,101,2025-12-10,Неисправность жесткого диска,Низкий,Инцидент повторяется регулярно
1076,155,2025-12-11,Сбой питания,Средний,Проблема выявлена пользователем
1077,377,2025-12-12,Не загружается ОС,Низкий,Требуется замена комплектующих
1078,349,2025-12-13,Неисправность жесткого диска,Средний,Проблема выявлена пользователем
1079,451,2025-12-14,Артефакты на экране,Высокий,Необходима диагностика
1080,364,2025-12-15,Синий экран,Высокий,Требуется замена комплектующих
1081,141,2025-12-16,Сбой питания,Средний,Необходима диагностика
1082,173,2025-12-17,Артефакты на экране,Средний,Необходима диагностика
1083,10,2025-12-18,Неисправность жесткого диска,Средний,Необходима диагностика
1084,228,2025-12-19,Синий экран,Низкий,Инцидент повторяется регулярно
1085,265,2025-12-20,Не загружается ОС,Средний,Необходима диагностика
1086,438,2025-12-21,Неисправность жесткого диска,Средний,Требуется замена комплектующих
1087,248,2025-12-22,Сильные торможения,Низкий,Проблема выявлена пользователем
1088,247,2025-12-23,Перегрев,Высокий,Необходима диагностика
1089,155,2025-12-24,Синий экран,Средний,Требуется замена комплектующих
1090,34,2025-12-25,Неисправность жесткого диска,Средний,Необходима диагностика
1091,499,2025-12-26,Артефакты на экране,Высокий,Проблема выявлена пользователем
1092,129,2025-12-27,Сильные торможения,Высокий,Требуется замена комплектующих
1093,160,2025-12-28,Не работает интернет,Низкий,Требуется замена комплектующих
1094,89,2025-12-29,Синий экран,Средний,Проблема выявлена пользователем
1095,93,2025-12-30,Сильные торможения,Средний,Требуется замена комплектующих
1096,327,2025-12-31,Артефакты на экране,Низкий,Проблема выявлена пользователем
1097,241,2026-01-01,Неисправность жесткого диска,Высокий,Требуется замена комплектующих
1098,323,2026-01-02,Не загружается ОС,Низкий,Требуется замена комплектующих
1099,468,2026-01-03,Перегрев,Высокий,Проблема выявлена пользователем
1100,404,2026-01-04,Сильные торможения,Низкий,Проблема выявлена пользователем
1101,117,2026-01-05,Перегрев,Высокий,Требуется замена комплектующих
1102,94,2026-01-06,Не загружается ОС,Низкий,Требуется замена комплектующих
1103,163,2026-01-07,Сильные торможения,Высокий,Проблема выявлена пользователем
1104,99,2026-01-08,Проблемы с драйверами,Высокий,Инцидент повторяется регулярно
1105,113,2026-01-09,Артефакты на экране,Высокий,Проблема выявлена пользователем
1106,359,2026-01-10,Сильные торможения,Высокий,Требуется замена комплектующих
1107,91,2026-01-11,Артефакты на экране,Высокий,Требуется замена комплектующих
1108,346,2026-01-12,Сбой питания,Средний,Требуется замена комплектующих
1109,206,2026-01-13,Синий экран,Высокий,Проблема выявлена пользователем
1110,17,2026-01-14,Сбой питания,Средний,Требуется замена комплектующих
1111,274,2026-01-15,Неисправность жесткого диска,Высокий,Инцидент повторяется регулярно
1112,173,2026-01-16,Синий экран,Средний,Необходима диагностика
1113,116,2026-01-17,Синий экран,Средний,Инцидент повторяется регулярно
1114,349,2026-01-18,Не работает интернет,Низкий,Проблема выявлена пользователем
1115,468,2026-01-19,Синий экран,Высокий,Требуется замена комплектующих
1116,181,2026-01-20,Не загружается ОС,Низкий,Проблема выявлена пользователем
1117,91,2026-01-21,Сбой питания,Низкий,Необходима диагностика
1118,82,2026-01-22,Артефакты на экране,Высокий,Проблема выявлена пользователем
1119,324,2026-01-23,Неисправность жесткого диска,Низкий,Требуется замена комплектующих
1120,449,2026-01-24,Синий экран,Высокий,Необходима диагностика
1121,114,2026-01-25,Неисправность жесткого диска,Низкий,Необходима диагностика
1122,257,2026-01-26,Неисправность жесткого диска,Высокий,Требуется замена комплектующих
1123,58,2026-01-27,Синий экран,Высокий,Требуется замена комплектующих
1124,154,2026-01-28,Синий экран,Высокий,Требуется замена комплектующих
1125,365,2026-01-29,Не работает интернет,Средний,Проблема выявлена пользователем
1126,404,2026-01-30,Не работает интернет,Низкий,Инцидент повторяется регулярно
1127,116,2026-01-31,Не работает интернет,Средний,Проблема выявлена пользователем
1128,343,2026-02-01,Артефакты на экране,Низкий,Проблема выявлена пользователем
1129,266,2026-02-02,Артефакты на экране,Низкий,Инцидент повторяется регулярно
1130,315,2026-02-03,Не работает интернет,Низкий,Требуется замена комплектующих
1131,203,2026-02-04,Не работает интернет,Средний,Требуется замена комплектующих
1132,41,2026-02-05,Проблемы с драйверами,Низкий,Инцидент повторяется регулярно
1133,105,2026-02-06,Проблемы с драйверами,Средний,Инцидент повторяется регулярно
1134,389,2026-02-07,Синий экран,Высокий,Проблема выявлена пользователем
1135,378,2026-02-08,Перегрев,Низкий,Необходима диагностика
1136,193,2026-02-09,Перегрев,Низкий,Инцидент повторяется регулярно
1137,401,2026-02-10,Не работает интернет,Высокий,Проблема выявлена пользователем
1138,278,2026-02-11,Неисправность жесткого диска,Высокий,Необходима диагностика
1139,354,2026-02-12,Не работает интернет,Низкий,Требуется замена комплектующих
1140,237,2026-02-13,Проблемы с драйверами,Высокий,Требуется замена комплектующих
1141,425,2026-02-14,Синий экран,Средний,Проблема выявлена пользователем
1142,221,2026-02-15,Не работает интернет,Средний,Проблема выявлена пользователем
1143,68,2026-02-16,Сбой питания,Низкий,Инцидент повторяется регулярно
1144,197,2026-02-17,Неисправность жесткого диска,Средний,Требуется замена комплектующих
1145,256,2026-02-18,Сбой питания,Средний,Проблема выявлена пользователем
1146,139,2026-02-19,Синий экран,Низкий,Требуется замена комплектующих
1147,312,2026-02-20,Синий экран,Высокий,Требуется замена комплектующих
1148,435,2026-02-21,Артефакты на экране,Низкий,Инцидент повторяется регулярно
1149,149,2026-02-22,Сильные торможения,Средний,Необходима диагностика
1150,99,2026-02-23,Сбой питания,Низкий,Инцидент повторяется регулярно
1151,76,2026-02-24,Артефакты на экране,Низкий,Проблема выявлена пользователем
1152,282,2026-02-25,Проблемы с драйверами,Средний,Инцидент повторяется регулярно
1153,371,2026-02-26,Не загружается ОС,Средний,Инцидент повторяется регулярно
1154,403,2026-02-27,Неисправность жесткого диска,Низкий,Требуется замена комплектующих
1155,109,2026-02-28,Не загружается ОС,Средний,Инцидент повторяется регулярно
1156,188,2026-03-01,Проблемы с драйверами,Средний,Проблема выявлена пользователем
1157,199,2026-03-02,Проблемы с драйверами,Средний,Необходима диагностика
1158,303,2026-03-03,Не загружается ОС,Средний,Инцидент повторяется регулярно
1159,327,2026-03-04,Сбой питания,Средний,Инцидент повторяется регулярно
1160,154,2026-03-05,Сильные торможения,Средний,Необходима диагностика
1161,40,2026-03-06,Сбой питания,Высокий,Проблема выявлена пользователем
1162,133,2026-03-07,Не загружается ОС,Низкий,Проблема выявлена пользователем
1163,405,2026-03-08,Сбой питания,Средний,Инцидент повторяется регулярно
1164,462,2026-03-09,Перегрев,Низкий,Требуется замена комплектующих
1165,132,2026-03-10,Сбой питания,Высокий,Инцидент повторяется регулярно
1166,279,2026-03-11,Синий экран,Средний,Необходима диагностика
1167,362,2026-03-12,Артефакты на экране,Низкий,Необходима диагностика
1168,84,2026-03-13,Неисправность жесткого диска,Средний,Необходима диагностика
1169,399,2026-03-14,Сбой питания,Средний,Инцидент повторяется регулярно
1170,242,2026-03-15,Сильные торможения,Средний,Инцидент повторяется регулярно
1171,116,2026-03-16,Сильные торможения,Средний,Проблема выявлена пользователем
1172,109,2026-03-17,Сбой питания,Средний,Требуется замена комплектующих
1173,221,2026-03-18,Не работает интернет,Средний,Инцидент повторяется регулярно
1174,392,2026-03-19,Проблемы с драйверами,Средний,Проблема выявлена пользователем
1175,41,2026-03-20,Сбой питания,Высокий,Инцидент повторяется регулярно
1176,368,2026-03-21,Проблемы с драйверами,Высокий,Проблема выявлена пользователем
1177,147,2026-03-22,Перегрев,Средний,Проблема выявлена пользователем
1178,112,2026-03-23,Не загружается ОС,Средний,Требуется замена комплектующих
1179,103,2026-03-24,Перегрев,Высокий,Инцидент повторяется регулярно
1180,46,2026-03-25,Сбой питания,Высокий,Проблема выявлена пользователем
1181,412,2026-03-26,Сильные торможения,Высокий,Необходима диагностика
1182,494,2026-03-27,Не работает интернет,Средний,Необходима диагностика
1183,475,2026-03-28,Проблемы с драйверами,Низкий,Необходима диагностика
1184,324,2026-03-29,Артефакты на экране,Низкий,Требуется замена комплектующих
1185,378,2026-03-30,Проблемы с драйверами,Низкий,Проблема выявлена пользователем
1186,271,2026-03-31,Синий экран,Низкий,Требуется замена комплектующих
1187,483,2026-04-01,Неисправность жесткого диска,Средний,Инцидент повторяется регулярно
1188,421,2026-04-02,Сбой питания,Низкий,Инцидент повторяется регулярно
1189,385,2026-04-03,Перегрев,Высокий,Проблема выявлена пользователем
1190,195,2026-04-04,Артефакты на экране,Высокий,Необходима диагностика
1191,367,2026-04-05,Сильные торможения,Низкий,Проблема выявлена пользователем
1192,280,2026-04-06,Сильные торможения,Высокий,Проблема выявлена пользователем
1193,283,2026-04-07,Сильные торможения,Средний,Проблема выявлена пользователем
1194,40,2026-04-08,Синий экран,Низкий,Требуется замена комплектующих
1195,447,2026-04-09,Сильные торможения,Низкий,Инцидент повторяется регулярно
1196,189,2026-04-10,Сильные торможения,Средний,Проблема выявлена пользователем
1197,164,2026-04-11,Сбой питания,Высокий,Проблема выявлена пользователем
1198,482,2026-04-12,Синий экран,Средний,Проблема выявлена пользователем
1199,477,2026-04-13,Не работает интернет,Средний,Требуется замена комплектующих
1200,24,2026-04-14,Не работает интернет,Высокий,Требуется замена комплектующих
1201,24,2026-04-15,Синий экран,Средний,Требуется замена комплектующих
1202,490,2026-04-16,Неисправность жесткого диска,Высокий,Проблема выявлена пользователем
1203,4,2026-04-17,Артефакты на экране,Высокий,Необходима диагностика
1204,323,2026-04-18,Проблемы с драйверами,Средний,Необходима диагностика
1205,290,2026-04-19,Сбой питания,Высокий,Необходима диагностика
1206,441,2026-04-20,Не загружается ОС,Средний,Инцидент повторяется регулярно
1207,433,2026-04-21,Не работает интернет,Высокий,Проблема выявлена пользователем
1208,471,2026-04-22,Синий экран,Низкий,Необходима диагностика
1209,181,2026-04-23,Артефакты на экране,Высокий,Необходима диагностика
1210,248,2026-04-24,Синий экран,Высокий,Необходима диагностика
1211,116,2026-04-25,Проблемы с драйверами,Средний,Проблема выявлена пользователем
1212,279,2026-04-26,Артефакты на экране,Высокий,Необходима диагностика
1213,365,2026-04-27,Не работает интернет,Низкий,Необходима диагностика
1214,69,2026-04-28,Сильные торможения,Низкий,Проблема выявлена пользователем
1215,351,2026-04-29,Синий экран,Высокий,Инцидент повторяется регулярно
1216,254,2026-04-30,Не загружается ОС,Высокий,Требуется замена комплектующих
1217,181,2026-05-01,Не работает интернет,Низкий,Необходима диагностика
1218,318,2026-05-02,Перегрев,Средний,Требуется замена комплектующих
1219,169,2026-05-03,Не загружается ОС,Низкий,Инцидент повторяется регулярно
1220,313,2026-05-04,Неисправность жесткого диска,Низкий,Инцидент повторяется регулярно
1221,249,2026-05-05,Не работает интернет,Высокий,Необходима диагностика
1222,188,2026-05-06,Сильные торможения,Высокий,Проблема выявлена пользователем
1223,54,2026-05-07,Не работает интернет,Низкий,Инцидент повторяется регулярно
1224,326,2026-05-08,Проблемы с драйверами,Средний,Требуется замена комплектующих
1225,357,2026-05-09,Артефакты на экране,Низкий,Требуется замена комплектующих
1226,313,2026-05-10,Синий экран,Низкий,Требуется замена комплектующих
1227,138,2026-05-11,Артефакты на экране,Средний,Требуется замена комплектующих
1228,168,2026-05-12,Артефакты на экране,Низкий,Инцидент повторяется регулярно
1229,391,2026-05-13,Не работает интернет,Низкий,Необходима диагностика
1230,103,2026-05-14,Проблемы с драйверами,Высокий,Необходима диагностика
1231,422,2026-05-15,Синий экран,Средний,Требуется замена комплектующих
1232,85,2026-05-16,Синий экран,Высокий,Необходима диагностика
1233,317,2026-05-17,Артефакты на экране,Высокий,Требуется замена комплектующих
1234,212,2026-05-18,Неисправность жесткого диска,Средний,Требуется замена комплектующих
1235,3,2026-05-19,Проблемы с драйверами,Средний,Проблема выявлена пользователем
1236,384,2026-05-20,Неисправность жесткого диска,Низкий,Инцидент повторяется регулярно
1237,179,2026-05-21,Сбой питания,Высокий,Инцидент повторяется регулярно
1238,342,2026-05-22,Сбой питания,Средний,Требуется замена комплектующих
1239,303,2026-05-23,Не загружается ОС,Высокий,Инцидент повторяется регулярно
1240,452,2026-05-24,Артефакты на экране,Высокий,Необходима диагностика
1241,476,2026-05-25,Синий экран,Средний,Требуется замена комплектующих
1242,332,2026-05-26,Не работает интернет,Низкий,Проблема выявлена пользователем
1243,38,2026-05-27,Синий экран,Высокий,Необходима диагностика
1244,499,2026-05-28,Синий экран,Средний,Проблема выявлена пользователем
1245,420,2026-05-29,Сильные торможения,Низкий,Проблема выявлена пользователем
1246,239,2026-05-30,Синий экран,Высокий,Инцидент повторяется регулярно
1247,169,2026-05-31,Не загружается ОС,Средний,Инцидент повторяется регулярно
1248,453,2026-06-01,Неисправность жесткого диска,Высокий,Требуется замена комплектующих
1249,397,2026-06-02,Сбой питания,Средний,Инцидент повторяется регулярно
1250,343,2026-06-03,Синий экран,Средний,Проблема выявлена пользователем
1251,314,2026-06-04,Синий экран,Высокий,Проблема выявлена пользователем
1252,306,2026-06-05,Сильные торможения,Высокий,Необходима диагностика
1253,30,2026-06-06,Проблемы с драйверами,Средний,Проблема выявлена пользователем
1254,190,2026-06-07,Не работает интернет,Низкий,Требуется замена комплектующих
1255,357,2026-06-08,Проблемы с драйверами,Высокий,Требуется замена комплектующих
1256,25,2026-06-09,Не работает интернет,Средний,Инцидент повторяется регулярно
1257,112,2026-06-10,Синий экран,Средний,Инцидент повторяется регулярно
1258,411,2026-06-11,Сильные торможения,Низкий,Инцидент повторяется регулярно
1259,435,2026-06-12,Перегрев,Низкий,Требуется замена комплектующих
1260,206,2026-06-13,Артефакты на экране,Низкий,Проблема выявлена пользователем
1261,185,2026-06-14,Сбой питания,Высокий,Инцидент повторяется регулярно
1262,382,2026-06-15,Неисправность жесткого диска,Средний,Необходима диагностика
1263,496,2026-06-16,Сбой питания,Средний,Инцидент повторяется регулярно
1264,379,2026-06-17,Неисправность жесткого диска,Средний,Требуется замена комплектующих
1265,47,2026-06-18,Проблемы с драйверами,Низкий,Инцидент повторяется регулярно
1266,374,2026-06-19,Не загружается ОС,Средний,Проблема выявлена пользователем
1267,228,2026-06-20,Синий экран,Высокий,Инцидент повторяется регулярно
1268,39,2026-06-21,Перегрев,Низкий,Требуется замена комплектующих
1269,16,2026-06-22,Неисправность жесткого диска,Низкий,Требуется замена комплектующих
1270,22,2026-06-23,Артефакты на экране,Низкий,Необходима диагностика
1271,213,2026-06-24,Неисправность жесткого диска,Низкий,Требуется замена комплектующих
1272,310,2026-06-25,Не загружается ОС,Высокий,Необходима диагностика
1273,149,2026-06-26,Сбой питания,Средний,Проблема выявлена пользователем
1274,456,2026-06-27,Сильные торможения,Высокий,Требуется замена комплектующих
1275,241,2026-06-28,Сбой питания,Средний,Инцидент повторяется регулярно
1276,272,2026-06-29,Сильные торможения,Высокий,Проблема выявлена пользователем
1277,59,2026-06-30,Сбой питания,Низкий,Инцидент повторяется регулярно
1278,287,2026-07-01,Артефакты на экране,Низкий,Инцидент повторяется регулярно
1279,426,2026-07-02,Сбой питания,Высокий,Инцидент повторяется регулярно
1280,202,2026-07-03,Артефакты на экране,Высокий,Проблема выявлена пользователем
1281,32,2026-07-04,Артефакты на экране,Средний,Проблема выявлена пользователем
1282,443,2026-07-05,Сильные торможения,Высокий,Требуется замена комплектующих
1283,162,2026-07-06,Проблемы с драйверами,Высокий,Инцидент повторяется регулярно
1284,255,2026-07-07,Не работает интернет,Средний,Необходима диагностика
1285,254,2026-07-08,Синий экран,Средний,Требуется замена комплектующих
1286,9,2026-07-09,Неисправность жесткого диска,Средний,Проблема выявлена пользователем
1287,465,2026-07-10,Не работает интернет,Высокий,Необходима диагностика
1288,139,2026-07-11,Не загружается ОС,Средний,Проблема выявлена пользователем
1289,480,2026-07-12,Проблемы с драйверами,Низкий,Необходима диагностика
1290,10,2026-07-13,Не работает интернет,Низкий,Требуется замена комплектующих
1291,214,2026-07-14,Сильные торможения,Низкий,Необходима диагностика
1292,273,2026-07-15,Не загружается ОС,Высокий,Требуется замена комплектующих
1293,324,2026-07-16,Перегрев,Низкий,Проблема выявлена пользователем
1294,48,2026-07-17,Проблемы с драйверами,Высокий,Необходима диагностика
1295,436,2026-07-18,Не работает интернет,Высокий,Инцидент повторяется регулярно
1296,111,2026-07-19,Не загружается ОС,Низкий,Инцидент повторяется регулярно
1297,153,2026-07-20,Перегрев,Средний,Проблема выявлена пользователем
1298,123,2026-07-21,Сбой питания,Высокий,Необходима диагностика
1299,405,2026-07-22,Не загружается ОС,Низкий,Инцидент повторяется регулярно
1300,357,2026-07-23,Сильные торможения,Высокий,Требуется замена комплектующих
1301,102,2026-07-24,Сбой питания,Средний,Необходима диагностика
1302,241,2026-07-25,Сильные торможения,Средний,Необходима диагностика
1303,321,2026-07-26,Не работает интернет,Низкий,Инцидент повторяется регулярно
1304,191,2026-07-27,Синий экран,Высокий,Требуется замена комплектующих
1305,217,2026-07-28,Не работает интернет,Высокий,Требуется замена комплектующих
1306,51,2026-07-29,Сбой питания,Высокий,Требуется замена комплектующих
1307,292,2026-07-30,Артефакты на экране,Высокий,Необходима диагностика
1308,81,2026-07-31,Не работает интернет,Низкий,Проблема выявлена пользователем
1309,489,2026-08-01,Сбой питания,Средний,Необходима диагностика
1310,383,2026-08-02,Не загружается ОС,Низкий,Необходима диагностика
1311,88,2026-08-03,Не работает интернет,Высокий,Инцидент повторяется регулярно
1312,194,2026-08-04,Не загружается ОС,Высокий,Проблема выявлена пользователем
1313,104,2026-08-05,Сильные торможения,Средний,Требуется замена комплектующих
1314,271,2026-08-06,Проблемы с драйверами,Высокий,Инцидент повторяется регулярно
1315,96,2026-08-07,Синий экран,Низкий,Необходима диагностика
1316,423,2026-08-08,Сильные торможения,Низкий,Проблема выявлена пользователем
1317,379,2026-08-09,Сильные торможения,Средний,Требуется замена комплектующих
1318,198,2026-08-10,Сбой питания,Низкий,Требуется замена комплектующих
1319,1,2026-08-11,Артефакты на экране,Низкий,Необходима диагностика
1320,495,2026-08-12,Неисправность жесткого диска,Низкий,Требуется замена комплектующих
1321,407,2026-08-13,Артефакты на экране,Низкий,Требуется замена комплектующих
1322,378,2026-08-14,Сбой питания,Высокий,Проблема выявлена пользователем
1323,167,2026-08-15,Синий экран,Низкий,Инцидент повторяется регулярно
1324,126,2026-08-16,Сбой питания,Средний,Проблема выявлена пользователем
1325,313,2026-08-17,Перегрев,Средний,Инцидент повторяется регулярно
1326,81,2026-08-18,Сильные торможения,Низкий,Инцидент повторяется регулярно
1327,418,2026-08-19,Проблемы с драйверами,Средний,Инцидент повторяется регулярно
1328,251,2026-08-20,Перегрев,Низкий,Требуется замена комплектующих
1329,169,2026-08-21,Сбой питания,Средний,Проблема выявлена пользователем
1330,477,2026-08-22,Перегрев,Средний,Требуется замена комплектующих
1331,73,2026-08-23,Проблемы с драйверами,Низкий,Необходима диагностика
1332,141,2026-08-24,Сбой питания,Низкий,Проблема выявлена пользователем
1333,70,2026-08-25,Сбой питания,Высокий,Инцидент повторяется регулярно
1334,262,2026-08-26,Перегрев,Низкий,Требуется замена комплектующих
1335,340,2026-08-27,Не загружается ОС,Низкий,Требуется замена комплектующих
1336,308,2026-08-28,Не работает интернет,Высокий,Проблема выявлена пользователем
1337,245,2026-08-29,Сбой питания,Низкий,Проблема выявлена пользователем
1338,3,2026-08-30,Перегрев,Низкий,Инцидент повторяется регулярно
1339,337,2026-08-31,Неисправность жесткого диска,Высокий,Инцидент повторяется регулярно
1340,63,2026-09-01,Синий экран,Низкий,Необходима диагностика
1341,49,2026-09-02,Неисправность жесткого диска,Низкий,Инцидент повторяется регулярно
1342,76,2026-09-03,Перегрев,Высокий,Требуется замена комплектующих
1343,368,2026-09-04,Сильные торможения,Высокий,Необходима диагностика
1344,175,2026-09-05,Сильные торможения,Средний,Необходима диагностика
1345,109,2026-09-06,Перегрев,Низкий,Необходима диагностика
1346,183,2026-09-07,Сбой питания,Средний,Проблема выявлена пользователем
1347,192,2026-09-08,Проблемы с драйверами,Средний,Инцидент повторяется регулярно
1348,65,2026-09-09,Не работает интернет,Высокий,Необходима диагностика
1349,337,2026-09-10,Сбой питания,Низкий,Проблема выявлена пользователем
1350,451,2026-09-11,Неисправность жесткого диска,Низкий,Проблема выявлена пользователем
1351,474,2026-09-12,Не работает интернет,Высокий,Необходима диагностика
1352,271,2026-09-13,Неисправность жесткого диска,Средний,Необходима диагностика
1353,100,2026-09-14,Перегрев,Высокий,Требуется замена комплектующих
1354,32,2026-09-15,Проблемы с драйверами,Низкий,Необходима диагностика
1355,352,2026-09-16,Неисправность жесткого диска,Высокий,Требуется замена комплектующих
1356,128,2026-09-17,Проблемы с драйверами,Низкий,Необходима диагностика
