incident_id,equipment_id,date,problem,priority,description,type,cpu,ram_gb,storage,purchase_year,wear_percent,status
1486,157,2027-01-25,Проблемы с драйверами,Высокий,Инцидент повторяется регулярно,Моноблок,i5,4,SSD 512GB,2019,39,На списание
1523,157,2027-03-03,Не загружается ОС,Высокий,Необходима диагностика,Моноблок,i5,4,SSD 512GB,2019,39,На списание
234,444,2023-08-22,Синий экран,Высокий,Необходима диагностика,ПК,Ryzen 7,16,SSD 256GB,2021,74,На списание
1688,444,2027-08-15,Синий экран,Средний,Требуется замена комплектующих,ПК,Ryzen 7,16,SSD 256GB,2021,74,На списание
1763,444,2027-10-29,Сильные торможения,Высокий,Необходима диагностика,ПК,Ryzen 7,16,SSD 256GB,2021,74,На списание
235,402,2023-08-23,Не загружается ОС,Средний,Требуется замена комплектующих,Ноутбук,i7,16,SSD 256GB,2018,30,На списание
1358,402,2026-09-19,Перегрев,Низкий,Инцидент повторяется регулярно,Ноутбук,i7,16,SSD 256GB,2018,30,На списание
238,427,2023-08-26,Неисправность жесткого диска,Низкий,Проблема выявлена пользователем,Ноутбук,i3,32,SSD 512GB,2021,70,На списание
1043,427,2025-11-08,Проблемы с драйверами,Низкий,Необходима диагностика,Ноутбук,i3,32,SSD 512GB,2021,70,На списание
1519,427,2027-02-27,Неисправность жесткого диска,Высокий,Инцидент повторяется регулярно,Ноутбук,i3,32,SSD 512GB,2021,70,На списание
239,495,2023-08-27,Артефакты на экране,Низкий,Необходима диагностика,Ноутбук,i7,4,HDD 500GB,2017,67,На списание
921,495,2025-07-09,Не загружается ОС,Низкий,Требуется замена комплектующих,Ноутбук,i7,4,HDD 500GB,2017,67,На списание
1040,495,2025-11-05,Сильные торможения,Средний,Необходима диагностика,Ноутбук,i7,4,HDD 500GB,2017,67,На списание
1320,495,2026-08-12,Неисправность жесткого диска,Низкий,Требуется замена комплектующих,Ноутбук,i7,4,HDD 500GB,2017,67,На списание
1524,495,2027-03-04,Синий экран,Высокий,Проблема выявлена пользователем,Ноутбук,i7,4,HDD 500GB,2017,67,На списание
1825,495,2027-12-30,Синий экран,Низкий,Необходима диагностика,Ноутбук,i7,4,HDD 500GB,2017,67,На списание
1852,495,2028-01-26,Синий экран,Высокий,Требуется замена комплектующих,Ноутбук,i7,4,HDD 500GB,2017,67,На списание
240,479,2023-08-28,Перегрев,Низкий,Инцидент повторяется регулярно,ПК,i7,16,SSD 256GB,2021,63,Работает
526,479,2024-06-09,Синий экран,Средний,Необходима диагностика,ПК,i7,16,SSD 256GB,2021,63,Работает
636,479,2024-09-27,Сбой питания,Средний,Проблема выявлена пользователем,ПК,i7,16,SSD 256GB,2021,63,Работает
241,475,2023-08-29,Сильные торможения,Низкий,Инцидент повторяется регулярно,Ноутбук,i3,32,SSD 512GB,2017,33,На списание
276,475,2023-10-03,Неисправность жесткого диска,Низкий,Необходима диагностика,Ноутбук,i3,32,SSD 512GB,2017,33,На списание
687,475,2024-11-17,Синий экран,Средний,Требуется замена комплектующих,Ноутбук,i3,32,SSD 512GB,2017,33,На списание
1183,475,2026-03-28,Проблемы с драйверами,Низкий,Необходима диагностика,Ноутбук,i3,32,SSD 512GB,2017,33,На списание
1527,475,2027-03-07,Неисправность жесткого диска,Низкий,Требуется замена комплектующих,Ноутбук,i3,32,SSD 512GB,2017,33,На списание
242,126,2023-08-30,Артефакты на экране,Низкий,Проблема выявлена пользователем,ПК,i5,4,HDD 1TB,2016,23,На списание
305,126,2023-11-01,Не работает интернет,Средний,Необходима диагностика,ПК,i5,4,HDD 1TB,2016,23,На списание
473,126,2024-04-17,Синий экран,Высокий,Инцидент повторяется регулярно,ПК,i5,4,HDD 1TB,2016,23,На списание
849,126,2025-04-28,Проблемы с драйверами,Средний,Инцидент повторяется регулярно,ПК,i5,4,HDD 1TB,2016,23,На списание
1324,126,2026-08-16,Сбой питания,Средний,Проблема выявлена пользователем,ПК,i5,4,HDD 1TB,2016,23,На списание
1430,126,2026-11-30,Артефакты на экране,Высокий,Необходима диагностика,ПК,i5,4,HDD 1TB,2016,23,На списание
1844,126,2028-01-18,Не работает интернет,Высокий,Проблема выявлена пользователем,ПК,i5,4,HDD 1TB,2016,23,На списание
247,64,2023-09-04,Сильные торможения,Низкий,Инцидент повторяется регулярно,Ноутбук,i7,4,HDD 500GB,2021,69,Работает
376,64,2024-01-11,Сбой питания,Низкий,Требуется замена комплектующих,Ноутбук,i7,4,HDD 500GB,2021,69,Работает
248,325,2023-09-05,Синий экран,Средний,Инцидент повторяется регулярно,Моноблок,i7,32,SSD 512GB,2021,52,Требует ремонта
262,325,2023-09-19,Сильные торможения,Средний,Необходима диагностика,Моноблок,i7,32,SSD 512GB,2021,52,Требует ремонта
455,325,2024-03-30,Сбой питания,Средний,Необходима диагностика,Моноблок,i7,32,SSD 512GB,2021,52,Требует ремонта
651,325,2024-10-12,Артефакты на экране,Низкий,Необходима диагностика,Моноблок,i7,32,SSD 512GB,2021,52,Требует ремонта
1492,325,2027-01-31,Сбой питания,Средний,Необходима диагностика,Моноблок,i7,32,SSD 512GB,2021,52,Требует ремонта
1911,325,2028-03-25,Артефакты на экране,Высокий,Требуется замена комплектующих,Моноблок,i7,32,SSD 512GB,2021,52,Требует ремонта
249,392,2023-09-06,Неисправность жесткого диска,Высокий,Инцидент повторяется регулярно,Моноблок,i3,8,SSD 256GB,2020,60,Работает
564,392,2024-07-17,Проблемы с драйверами,Средний,Проблема выявлена пользователем,Моноблок,i3,8,SSD 256GB,2020,60,Работает
1174,392,2026-03-19,Проблемы с драйверами,Средний,Проблема выявлена пользователем,Моноблок,i3,8,SSD 256GB,2020,60,Работает
1483,392,2027-01-22,Не работает интернет,Средний,Требуется замена комплектующих,Моноблок,i3,8,SSD 256GB,2020,60,Работает
250,418,2023-09-07,Артефакты на экране,Высокий,Проблема выявлена пользователем,Ноутбук,i7,32,HDD 500GB,2016,36,Требует ремонта
1031,418,2025-10-27,Неисправность жесткого диска,Средний,Необходима диагностика,Ноутбук,i7,32,HDD 500GB,2016,36,Требует ремонта
1327,418,2026-08-19,Проблемы с драйверами,Средний,Инцидент повторяется регулярно,Ноутбук,i7,32,HDD 500GB,2016,36,Требует ремонта
1893,418,2028-03-07,Не загружается ОС,Средний,Проблема выявлена пользователем,Ноутбук,i7,32,HDD 500GB,2016,36,Требует ремонта
251,176,2023-09-08,Проблемы с драйверами,Высокий,Инцидент повторяется регулярно,ПК,Ryzen 7,4,HDD 1TB,2021,19,Требует ремонта
1598,176,2027-05-17,Перегрев,Низкий,Требуется замена комплектующих,ПК,Ryzen 7,4,HDD 1TB,2021,19,Требует ремонта
252,116,2023-09-09,Проблемы с драйверами,Средний,Инцидент повторяется регулярно,Ноутбук,i7,16,SSD 512GB,2021,93,Работает
442,116,2024-03-17,Проблемы с драйверами,Низкий,Инцидент повторяется регулярно,Ноутбук,i7,16,SSD 512GB,2021,93,Работает
1113,116,2026-01-17,Синий экран,Средний,Инцидент повторяется регулярно,Ноутбук,i7,16,SSD 512GB,2021,93,Работает
1127,116,2026-01-31,Не работает интернет,Средний,Проблема выявлена пользователем,Ноутбук,i7,16,SSD 512GB,2021,93,Работает
1171,116,2026-03-16,Сильные торможения,Средний,Проблема выявлена пользователем,Ноутбук,i7,16,SSD 512GB,2021,93,Работает
1211,116,2026-04-25,Проблемы с драйверами,Средний,Проблема выявлена пользователем,Ноутбук,i7,16,SSD 512GB,2021,93,Работает
1985,116,2028-06-07,Неисправность жесткого диска,Высокий,Требуется замена комплектующих,Ноутбук,i7,16,SSD 512GB,2021,93,Работает
254,204,2023-09-11,Синий экран,Низкий,Требуется замена комплектующих,Ноутбук,i5,16,HDD 1TB,2018,40,Требует ремонта
476,204,2024-04-20,Артефакты на экране,Низкий,Необходима диагностика,Ноутбук,i5,16,HDD 1TB,2018,40,Требует ремонта
632,204,2024-09-23,Синий экран,Высокий,Инцидент повторяется регулярно,Ноутбук,i5,16,HDD 1TB,2018,40,Требует ремонта
1395,204,2026-10-26,Синий экран,Низкий,Инцидент повторяется регулярно,Ноутбук,i5,16,HDD 1TB,2018,40,Требует ремонта
1504,204,2027-02-12,Неисправность жесткого диска,Средний,Требуется замена комплектующих,Ноутбук,i5,16,HDD 1TB,2018,40,Требует ремонта
1978,204,2028-05-31,Перегрев,Низкий,Проблема выявлена пользователем,Ноутбук,i5,16,HDD 1TB,2018,40,Требует ремонта
257,31,2023-09-14,Синий экран,Средний,Проблема выявлена пользователем,Ноутбук,Ryzen 7,16,SSD 256GB,2021,87,Требует ремонта
589,31,2024-08-11,Перегрев,Высокий,Инцидент повторяется регулярно,Ноутбук,Ryzen 7,16,SSD 256GB,2021,87,Требует ремонта
739,31,2025-01-08,Перегрев,Высокий,Требуется замена комплектующих,Ноутбук,Ryzen 7,16,SSD 256GB,2021,87,Требует ремонта
258,388,2023-09-15,Сбой питания,Низкий,Необходима диагностика,Ноутбук,Ryzen 7,4,SSD 512GB,2017,93,Требует ремонта
1372,388,2026-10-03,Сбой питания,Средний,Проблема выявлена пользователем,Ноутбук,Ryzen 7,4,SSD 512GB,2017,93,Требует ремонта
260,365,2023-09-17,Неисправность жесткого диска,Низкий,Необходима диагностика,Моноблок,i5,4,HDD 500GB,2019,30,Работает
319,365,2023-11-15,Неисправность жесткого диска,Высокий,Проблема выявлена пользователем,Моноблок,i5,4,HDD 500GB,2019,30,Работает
437,365,2024-03-12,Не загружается ОС,Средний,Необходима диагностика,Моноблок,i5,4,HDD 500GB,2019,30,Работает
1125,365,2026-01-29,Не работает интернет,Средний,Проблема выявлена пользователем,Моноблок,i5,4,HDD 500GB,2019,30,Работает
1213,365,2026-04-27,Не работает интернет,Низкий,Необходима диагностика,Моноблок,i5,4,HDD 500GB,2019,30,Работает
261,434,2023-09-18,Проблемы с драйверами,Средний,Инцидент повторяется регулярно,Ноутбук,Ryzen 5,4,HDD 500GB,2018,39,Работает
896,434,2025-06-14,Проблемы с драйверами,Средний,Проблема выявлена пользователем,Ноутбук,Ryzen 5,4,HDD 500GB,2018,39,Работает
951,434,2025-08-08,Синий экран,Высокий,Проблема выявлена пользователем,Ноутбук,Ryzen 5,4,HDD 500GB,2018,39,Работает
1628,434,2027-06-16,Проблемы с драйверами,Высокий,Требуется замена комплектующих,Ноутбук,Ryzen 5,4,HDD 500GB,2018,39,Работает
1650,434,2027-07-08,Сбой питания,Средний,Проблема выявлена пользователем,Ноутбук,Ryzen 5,4,HDD 500GB,2018,39,Работает
1887,434,2028-03-01,Сбой питания,Низкий,Требуется замена комплектующих,Ноутбук,Ryzen 5,4,HDD 500GB,2018,39,Работает
263,414,2023-09-20,Сбой питания,Высокий,Необходима диагностика,Ноутбук,Ryzen 5,8,HDD 1TB,2019,38,Работает
525,414,2024-06-08,Не работает интернет,Высокий,Проблема выявлена пользователем,Ноутбук,Ryzen 5,8,HDD 1TB,2019,38,Работает
1537,414,2027-03-17,Сбой питания,Средний,Необходима диагностика,Ноутбук,Ryzen 5,8,HDD 1TB,2019,38,Работает
1575,414,2027-04-24,Артефакты на экране,Высокий,Инцидент повторяется регулярно,Ноутбук,Ryzen 5,8,HDD 1TB,2019,38,Работает
1812,414,2027-12-17,Перегрев,Низкий,Требуется замена комплектующих,Ноутбук,Ryzen 5,8,HDD 1TB,2019,38,Работает
1842,414,2028-01-16,Артефакты на экране,Средний,Проблема выявлена пользователем,Ноутбук,Ryzen 5,8,HDD 1TB,2019,38,Работает
264,376,2023-09-21,Артефакты на экране,Средний,Необходима диагностика,Ноутбук,i5,8,SSD 256GB,2020,19,На списание
1407,376,2026-11-07,Проблемы с драйверами,Средний,Требуется замена комплектующих,Ноутбук,i5,8,SSD 256GB,2020,19,На списание
1445,376,2026-12-15,Артефакты на экране,Высокий,Необходима диагностика,Ноутбук,i5,8,SSD 256GB,2020,19,На списание
1674,376,2027-08-01,Не загружается ОС,Низкий,Инцидент повторяется регулярно,Ноутбук,i5,8,SSD 256GB,2020,19,На списание
266,443,2023-09-23,Сильные торможения,Низкий,Проблема выявлена пользователем,Ноутбук,i7,4,HDD 500GB,2020,12,На списание
454,443,2024-03-29,Артефакты на экране,Средний,Необходима диагностика,Ноутбук,i7,4,HDD 500GB,2020,12,На списание
1282,443,2026-07-05,Сильные торможения,Высокий,Требуется замена комплектующих,Ноутбук,i7,4,HDD 500GB,2020,12,На списание
1552,443,2027-04-01,Перегрев,Средний,Инцидент повторяется регулярно,Ноутбук,i7,4,HDD 500GB,2020,12,На списание
1666,443,2027-07-24,Перегрев,Низкий,Проблема выявлена пользователем,Ноутбук,i7,4,HDD 500GB,2020,12,На списание
267,67,2023-09-24,Не работает интернет,Высокий,Требуется замена комплектующих,Ноутбук,Ryzen 5,4,SSD 512GB,2016,14,На списание
496,67,2024-05-10,Артефакты на экране,Низкий,Инцидент повторяется регулярно,Ноутбук,Ryzen 5,4,SSD 512GB,2016,14,На списание
270,260,2023-09-27,Синий экран,Низкий,Проблема выявлена пользователем,ПК,Ryzen 7,8,SSD 512GB,2019,30,На списание
435,260,2024-03-10,Проблемы с драйверами,Высокий,Проблема выявлена пользователем,ПК,Ryzen 7,8,SSD 512GB,2019,30,На списание
524,260,2024-06-07,Проблемы с драйверами,Высокий,Требуется замена комплектующих,ПК,Ryzen 7,8,SSD 512GB,2019,30,На списание
615,260,2024-09-06,Проблемы с драйверами,Высокий,Проблема выявлена пользователем,ПК,Ryzen 7,8,SSD 512GB,2019,30,На списание
1018,260,2025-10-14,Синий экран,Средний,Необходима диагностика,ПК,Ryzen 7,8,SSD 512GB,2019,30,На списание
1721,260,2027-09-17,Синий экран,Высокий,Требуется замена комплектующих,ПК,Ryzen 7,8,SSD 512GB,2019,30,На списание
271,154,2023-09-28,Синий экран,Высокий,Необходима диагностика,Моноблок,Ryzen 7,8,HDD 500GB,2016,54,На списание
402,154,2024-02-06,Не загружается ОС,Низкий,Необходима диагностика,Моноблок,Ryzen 7,8,HDD 500GB,2016,54,На списание
639,154,2024-09-30,Артефакты на экране,Средний,Необходима диагностика,Моноблок,Ryzen 7,8,HDD 500GB,2016,54,На списание
1016,154,2025-10-12,Синий экран,Средний,Необходима диагностика,Моноблок,Ryzen 7,8,HDD 500GB,2016,54,На списание
1124,154,2026-01-28,Синий экран,Высокий,Требуется замена комплектующих,Моноблок,Ryzen 7,8,HDD 500GB,2016,54,На списание
1160,154,2026-03-05,Сильные торможения,Средний,Необходима диагностика,Моноблок,Ryzen 7,8,HDD 500GB,2016,54,На списание
1518,154,2027-02-26,Перегрев,Низкий,Требуется замена комплектующих,Моноблок,Ryzen 7,8,HDD 500GB,2016,54,На списание
1560,154,2027-04-09,Сильные торможения,Высокий,Необходима диагностика,Моноблок,Ryzen 7,8,HDD 500GB,2016,54,На списание
273,430,2023-09-30,Сбой питания,Высокий,Требуется замена комплектующих,Моноблок,Ryzen 7,8,HDD 1TB,2018,72,Работает
334,430,2023-11-30,Перегрев,Средний,Инцидент повторяется регулярно,Моноблок,Ryzen 7,8,HDD 1TB,2018,72,Работает
521,430,2024-06-04,Сбой питания,Высокий,Инцидент повторяется регулярно,Моноблок,Ryzen 7,8,HDD 1TB,2018,72,Работает
1965,430,2028-05-18,Перегрев,Средний,Требуется замена комплектующих,Моноблок,Ryzen 7,8,HDD 1TB,2018,72,Работает
275,448,2023-10-02,Перегрев,Средний,Инцидент повторяется регулярно,Моноблок,Ryzen 5,8,SSD 256GB,2020,30,Требует ремонта
1995,448,2028-06-17,Сильные торможения,Средний,Проблема выявлена пользователем,Моноблок,Ryzen 5,8,SSD 256GB,2020,30,Требует ремонта
277,234,2023-10-04,Сильные торможения,Низкий,Инцидент повторяется регулярно,Ноутбук,i3,4,HDD 500GB,2020,71,На списание
549,234,2024-07-02,Артефакты на экране,Средний,Проблема выявлена пользователем,Ноутбук,i3,4,HDD 500GB,2020,71,На списание
1766,234,2027-11-01,Проблемы с драйверами,Высокий,Инцидент повторяется регулярно,Ноутбук,i3,4,HDD 500GB,2020,71,На списание
1857,234,2028-01-31,Неисправность жесткого диска,Высокий,Инцидент повторяется регулярно,Ноутбук,i3,4,HDD 500GB,2020,71,На списание
1998,234,2028-06-20,Артефакты на экране,Средний,Необходима диагностика,Ноутбук,i3,4,HDD 500GB,2020,71,На списание
279,306,2023-10-06,Артефакты на экране,Средний,Требуется замена комплектующих,Ноутбук,i5,8,SSD 512GB,2020,37,Требует ремонта
647,306,2024-10-08,Не работает интернет,Высокий,Необходима диагностика,Ноутбук,i5,8,SSD 512GB,2020,37,Требует ремонта
1252,306,2026-06-05,Сильные торможения,Высокий,Необходима диагностика,Ноутбук,i5,8,SSD 512GB,2020,37,Требует ремонта
281,315,2023-10-08,Синий экран,Средний,Требуется замена комплектующих,Моноблок,i3,32,HDD 500GB,2019,69,Работает
1130,315,2026-02-03,Не работает интернет,Низкий,Требуется замена комплектующих,Моноблок,i3,32,HDD 500GB,2019,69,Работает
1374,315,2026-10-05,Перегрев,Высокий,Необходима диагностика,Моноблок,i3,32,HDD 500GB,2019,69,Работает
1565,315,2027-04-14,Не загружается ОС,Высокий,Инцидент повторяется регулярно,Моноблок,i3,32,HDD 500GB,2019,69,Работает
282,125,2023-10-09,Сбой питания,Низкий,Проблема выявлена пользователем,Моноблок,Ryzen 7,8,HDD 500GB,2018,47,Требует ремонта
289,125,2023-10-16,Проблемы с драйверами,Средний,Инцидент повторяется регулярно,Моноблок,Ryzen 7,8,HDD 500GB,2018,47,Требует ремонта
347,125,2023-12-13,Сбой питания,Низкий,Инцидент повторяется регулярно,Моноблок,Ryzen 7,8,HDD 500GB,2018,47,Требует ремонта
1023,125,2025-10-19,Сбой питания,Низкий,Требуется замена комплектующих,Моноблок,Ryzen 7,8,HDD 500GB,2018,47,Требует ремонта
283,399,2023-10-10,Не работает интернет,Низкий,Необходима диагностика,Моноблок,i3,4,HDD 500GB,2021,27,Работает
418,399,2024-02-22,Сильные торможения,Средний,Требуется замена комплектующих,Моноблок,i3,4,HDD 500GB,2021,27,Работает
502,399,2024-05-16,Не работает интернет,Низкий,Необходима диагностика,Моноблок,i3,4,HDD 500GB,2021,27,Работает
669,399,2024-10-30,Перегрев,Высокий,Инцидент повторяется регулярно,Моноблок,i3,4,HDD 500GB,2021,27,Работает
1169,399,2026-03-14,Сбой питания,Средний,Инцидент повторяется регулярно,Моноблок,i3,4,HDD 500GB,2021,27,Работает
1868,399,2028-02-11,Проблемы с драйверами,Низкий,Необходима диагностика,Моноблок,i3,4,HDD 500GB,2021,27,Работает
286,426,2023-10-13,Синий экран,Низкий,Требуется замена комплектующих,Моноблок,i7,8,HDD 1TB,2021,46,Требует ремонта
1061,426,2025-11-26,Перегрев,Высокий,Необходима диагностика,Моноблок,i7,8,HDD 1TB,2021,46,Требует ремонта
1279,426,2026-07-02,Сбой питания,Высокий,Инцидент повторяется регулярно,Моноблок,i7,8,HDD 1TB,2021,46,Требует ремонта
1805,426,2027-12-10,Синий экран,Низкий,Инцидент повторяется регулярно,Моноблок,i7,8,HDD 1TB,2021,46,Требует ремонта
1847,426,2028-01-21,Не работает интернет,Низкий,Требуется замена комплектующих,Моноблок,i7,8,HDD 1TB,2021,46,Требует ремонта
291,170,2023-10-18,Не загружается ОС,Высокий,Проблема выявлена пользователем,Ноутбук,i3,16,HDD 500GB,2020,11,Работает
831,170,2025-04-10,Сбой питания,Средний,Инцидент повторяется регулярно,Ноутбук,i3,16,HDD 500GB,2020,11,Работает
1066,170,2025-12-01,Синий экран,Низкий,Проблема выявлена пользователем,Ноутбук,i3,16,HDD 500GB,2020,11,Работает
1627,170,2027-06-15,Не работает интернет,Высокий,Требуется замена комплектующих,Ноутбук,i3,16,HDD 500GB,2020,11,Работает
292,124,2023-10-19,Неисправность жесткого диска,Низкий,Требуется замена комплектующих,Моноблок,Ryzen 7,8,HDD 500GB,2017,85,На списание
883,124,2025-06-01,Артефакты на экране,Низкий,Необходима диагностика,Моноблок,Ryzen 7,8,HDD 500GB,2017,85,На списание
1426,124,2026-11-26,Проблемы с драйверами,Низкий,Проблема выявлена пользователем,Моноблок,Ryzen 7,8,HDD 500GB,2017,85,На списание
1513,124,2027-02-21,Сильные торможения,Высокий,Необходима диагностика,Моноблок,Ryzen 7,8,HDD 500GB,2017,85,На списание
294,35,2023-10-21,Не работает интернет,Низкий,Инцидент повторяется регулярно,Моноблок,Ryzen 7,4,HDD 500GB,2019,11,Требует ремонта
480,35,2024-04-24,Неисправность жесткого диска,Средний,Необходима диагностика,Моноблок,Ryzen 7,4,HDD 500GB,2019,11,Требует ремонта
514,35,2024-05-28,Неисправность жесткого диска,Низкий,Проблема выявлена пользователем,Моноблок,Ryzen 7,4,HDD 500GB,2019,11,Требует ремонта
1799,35,2027-12-04,Сбой питания,Низкий,Инцидент повторяется регулярно,Моноблок,Ryzen 7,4,HDD 500GB,2019,11,Требует ремонта
295,87,2023-10-22,Сбой питания,Высокий,Проблема выявлена пользователем,Моноблок,Ryzen 7,16,SSD 256GB,2020,31,Требует ремонта
1806,87,2027-12-11,Сбой питания,Низкий,Требуется замена комплектующих,Моноблок,Ryzen 7,16,SSD 256GB,2020,31,Требует ремонта
1820,87,2027-12-25,Перегрев,Высокий,Требуется замена комплектующих,Моноблок,Ryzen 7,16,SSD 256GB,2020,31,Требует ремонта
296,134,2023-10-23,Артефакты на экране,Низкий,Проблема выявлена пользователем,Ноутбук,Ryzen 7,32,SSD 256GB,2019,84,Работает
838,134,2025-04-17,Не загружается ОС,Средний,Требуется замена комплектующих,Ноутбук,Ryzen 7,32,SSD 256GB,2019,84,Работает
1542,134,2027-03-22,Сильные торможения,Высокий,Необходима диагностика,Ноутбук,Ryzen 7,32,SSD 256GB,2019,84,Работает
1835,134,2028-01-09,Не работает интернет,Низкий,Необходима диагностика,Ноутбук,Ryzen 7,32,SSD 256GB,2019,84,Работает
298,274,2023-10-25,Синий экран,Низкий,Требуется замена комплектующих,Ноутбук,i5,4,HDD 500GB,2020,90,На списание
640,274,2024-10-01,Проблемы с драйверами,Высокий,Инцидент повторяется регулярно,Ноутбук,i5,4,HDD 500GB,2020,90,На списание
761,274,2025-01-30,Сильные торможения,Средний,Инцидент повторяется регулярно,Ноутбук,i5,4,HDD 500GB,2020,90,На списание
1009,274,2025-10-05,Сбой питания,Средний,Проблема выявлена пользователем,Ноутбук,i5,4,HDD 500GB,2020,90,На списание
1111,274,2026-01-15,Неисправность жесткого диска,Высокий,Инцидент повторяется регулярно,Ноутбук,i5,4,HDD 500GB,2020,90,На списание
302,77,2023-10-29,Артефакты на экране,Низкий,Проблема выявлена пользователем,Ноутбук,i3,8,SSD 256GB,2017,67,Работает
1668,77,2027-07-26,Артефакты на экране,Средний,Инцидент повторяется регулярно,Ноутбук,i3,8,SSD 256GB,2017,67,Работает
306,500,2023-11-02,Не работает интернет,Высокий,Необходима диагностика,Моноблок,Ryzen 7,8,SSD 512GB,2016,39,Требует ремонта
608,500,2024-08-30,Проблемы с драйверами,Средний,Необходима диагностика,Моноблок,Ryzen 7,8,SSD 512GB,2016,39,Требует ремонта
1423,500,2026-11-23,Сбой питания,Низкий,Проблема выявлена пользователем,Моноблок,Ryzen 7,8,SSD 512GB,2016,39,Требует ремонта
309,224,2023-11-05,Артефакты на экране,Низкий,Необходима диагностика,Ноутбук,i5,16,HDD 500GB,2019,59,Требует ремонта
841,224,2025-04-20,Проблемы с драйверами,Низкий,Необходима диагностика,Ноутбук,i5,16,HDD 500GB,2019,59,Требует ремонта
956,224,2025-08-13,Синий экран,Средний,Необходима диагностика,Ноутбук,i5,16,HDD 500GB,2019,59,Требует ремонта
1974,224,2028-05-27,Синий экран,Высокий,Проблема выявлена пользователем,Ноутбук,i5,16,HDD 500GB,2019,59,Требует ремонта
310,496,2023-11-06,Артефакты на экране,Высокий,Инцидент повторяется регулярно,Ноутбук,i3,8,SSD 256GB,2017,64,На списание
724,496,2024-12-24,Перегрев,Низкий,Необходима диагностика,Ноутбук,i3,8,SSD 256GB,2017,64,На списание
1263,496,2026-06-16,Сбой питания,Средний,Инцидент повторяется регулярно,Ноутбук,i3,8,SSD 256GB,2017,64,На списание
1743,496,2027-10-09,Перегрев,Низкий,Необходима диагностика,Ноутбук,i3,8,SSD 256GB,2017,64,На списание
311,278,2023-11-07,Проблемы с драйверами,Низкий,Инцидент повторяется регулярно,Моноблок,i5,16,SSD 512GB,2017,30,Работает
901,278,2025-06-19,Артефакты на экране,Средний,Требуется замена комплектующих,Моноблок,i5,16,SSD 512GB,2017,30,Работает
1074,278,2025-12-09,Сильные торможения,Средний,Проблема выявлена пользователем,Моноблок,i5,16,SSD 512GB,2017,30,Работает
1138,278,2026-02-11,Неисправность жесткого диска,Высокий,Необходима диагностика,Моноблок,i5,16,SSD 512GB,2017,30,Работает
1572,278,2027-04-21,Не загружается ОС,Средний,Проблема выявлена пользователем,Моноблок,i5,16,SSD 512GB,2017,30,Работает
312,68,2023-11-08,Синий экран,Низкий,Инцидент повторяется регулярно,Ноутбук,i5,8,HDD 1TB,2019,53,Требует ремонта
920,68,2025-07-08,Неисправность жесткого диска,Низкий,Инцидент повторяется регулярно,Ноутбук,i5,8,HDD 1TB,2019,53,Требует ремонта
996,68,2025-09-22,Синий экран,Средний,Проблема выявлена пользователем,Ноутбук,i5,8,HDD 1TB,2019,53,Требует ремонта
1143,68,2026-02-16,Сбой питания,Низкий,Инцидент повторяется регулярно,Ноутбук,i5,8,HDD 1TB,2019,53,Требует ремонта
1582,68,2027-05-01,Сильные торможения,Высокий,Инцидент повторяется регулярно,Ноутбук,i5,8,HDD 1TB,2019,53,Требует ремонта
313,69,2023-11-09,Проблемы с драйверами,Низкий,Требуется замена комплектующих,Ноутбук,i3,32,SSD 512GB,2016,36,Требует ремонта
1214,69,2026-04-28,Сильные торможения,Низкий,Проблема выявлена пользователем,Ноутбук,i3,32,SSD 512GB,2016,36,Требует ремонта
1443,69,2026-12-13,Проблемы с драйверами,Высокий,Требуется замена комплектующих,Ноутбук,i3,32,SSD 512GB,2016,36,Требует ремонта
1643,69,2027-07-01,Неисправность жесткого диска,Средний,Инцидент повторяется регулярно,Ноутбук,i3,32,SSD 512GB,2016,36,Требует ремонта
1759,69,2027-10-25,Не загружается ОС,Низкий,Проблема выявлена пользователем,Ноутбук,i3,32,SSD 512GB,2016,36,Требует ремонта
314,165,2023-11-10,Сбой питания,Средний,Требуется замена комплектующих,Ноутбук,Ryzen 5,16,HDD 1TB,2019,82,Требует ремонта
365,165,2023-12-31,Неисправность жесткого диска,Высокий,Инцидент повторяется регулярно,Ноутбук,Ryzen 5,16,HDD 1TB,2019,82,Требует ремонта
791,165,2025-03-01,Синий экран,Высокий,Проблема выявлена пользователем,Ноутбук,Ryzen 5,16,HDD 1TB,2019,82,Требует ремонта
1819,165,2027-12-24,Неисправность жесткого диска,Низкий,Инцидент повторяется регулярно,Ноутбук,Ryzen 5,16,HDD 1TB,2019,82,Требует ремонта
315,489,2023-11-11,Артефакты на экране,Высокий,Требуется замена комплектующих,Моноблок,Ryzen 5,16,HDD 500GB,2020,26,Требует ремонта
733,489,2025-01-02,Перегрев,Средний,Проблема выявлена пользователем,Моноблок,Ryzen 5,16,HDD 500GB,2020,26,Требует ремонта
876,489,2025-05-25,Синий экран,Высокий,Проблема выявлена пользователем,Моноблок,Ryzen 5,16,HDD 500GB,2020,26,Требует ремонта
937,489,2025-07-25,Не работает интернет,Средний,Инцидент повторяется регулярно,Моноблок,Ryzen 5,16,HDD 500GB,2020,26,Требует ремонта
1309,489,2026-08-01,Сбой питания,Средний,Необходима диагностика,Моноблок,Ryzen 5,16,HDD 500GB,2020,26,Требует ремонта
1451,489,2026-12-21,Синий экран,Низкий,Инцидент повторяется регулярно,Моноблок,Ryzen 5,16,HDD 500GB,2020,26,Требует ремонта
